source_path,company_name,sector,source_url
tcs/FY24/annual_report.pdf,Tata Consultancy Services,IT,https://www.bseindia.com/xml-data/corpfiling/AttachHis/d57e49b6-fd89-4fa8-b591-4f590100db1e.pdf
infosys/FY24/annual_report.pdf,Infosys,IT,https://www.bseindia.com/xml-data/corpfiling/AttachHis/25cc7fbc-154b-4463-928d-c95f2d8c5c9c.pdf
hdfcbank/FY24/annual_report.pdf,HDFC Bank,Banking,https://www.hdfc.bank.in/content/dam/hdfcbankpws/in/en/pdf/annual-reports/2023-24/integrated-annual-report-2023-24.pdf
democo/FY24/annual_report.pdf,DemoCo Limited (synthetic test data),IT,
tcs/FY23/annual_report.pdf,Tata Consultancy Services,IT,https://www.tcs.com/content/dam/tcs/investor-relations/financial-statements/2022-23/ar/annual-report-2022-2023.pdf
infosys/FY23/annual_report.pdf,Infosys,IT,https://www.infosys.com/investors/reports-filings/annual-report/annual/documents/infosys-ar-23.pdf
hdfcbank/FY23/annual_report.pdf,HDFC Bank,Banking,https://www.hdfc.bank.in/content/dam/hdfcbankpws/in/en/pdf/annual-reports/2022-23/reports/integrated-annual-report-2022-23.pdf
